reference_char,hypothesis_char,pair,operation,folded_equal,count,item_id,engine,stage,document_type,difficulty
 ,i, ->i,substitution,False,1,data_67,easyocr,raw,academic,hard
 ,u, ->u,substitution,False,1,data_67,easyocr,raw,academic,hard
 ,ü, ->ü,substitution,False,1,data_67,easyocr,raw,academic,hard
.,s,.->s,substitution,False,1,data_67,easyocr,raw,academic,hard
.,u,.->u,substitution,False,1,data_67,easyocr,raw,academic,hard
;,ü,;->ü,substitution,False,1,data_67,easyocr,raw,academic,hard
E,ı,E->ı,substitution,False,1,data_67,easyocr,raw,academic,hard
G,,G-><del>,deletion,False,2,data_67,easyocr,raw,academic,hard
I, ,I-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
T,i,T->i,substitution,False,1,data_67,easyocr,raw,academic,hard
U,!,U->!,substitution,False,1,data_67,easyocr,raw,academic,hard
a,i,a->i,substitution,False,1,data_67,easyocr,raw,academic,hard
a,o,a->o,substitution,False,1,data_67,easyocr,raw,academic,hard
a,u,a->u,substitution,False,1,data_67,easyocr,raw,academic,hard
a,ü,a->ü,substitution,False,2,data_67,easyocr,raw,academic,hard
c,i,c->i,substitution,False,1,data_67,easyocr,raw,academic,hard
c,s,c->s,substitution,False,1,data_67,easyocr,raw,academic,hard
c,ı,c->ı,substitution,False,1,data_67,easyocr,raw,academic,hard
d,g,d->g,substitution,False,1,data_67,easyocr,raw,academic,hard
d,ş,d->ş,substitution,False,1,data_67,easyocr,raw,academic,hard
e,i,e->i,substitution,False,3,data_67,easyocr,raw,academic,hard
e,ı,e->ı,substitution,False,1,data_67,easyocr,raw,academic,hard
f,ş,f->ş,substitution,False,1,data_67,easyocr,raw,academic,hard
g,G,g->G,substitution,True,2,data_67,easyocr,raw,academic,hard
g,],g->],substitution,False,1,data_67,easyocr,raw,academic,hard
g,m,g->m,substitution,False,1,data_67,easyocr,raw,academic,hard
g,t,g->t,substitution,False,1,data_67,easyocr,raw,academic,hard
g,~,g->~,substitution,False,1,data_67,easyocr,raw,academic,hard
i,,i-><del>,deletion,False,6,data_67,easyocr,raw,academic,hard
i, ,i-> ,substitution,False,2,data_67,easyocr,raw,academic,hard
i,(,i->(,substitution,False,1,data_67,easyocr,raw,academic,hard
i,),i->),substitution,False,2,data_67,easyocr,raw,academic,hard
i,.,i->.,substitution,False,1,data_67,easyocr,raw,academic,hard
i,0,i->0,substitution,False,1,data_67,easyocr,raw,academic,hard
i,1,i->1,substitution,False,1,data_67,easyocr,raw,academic,hard
i,2,i->2,substitution,False,1,data_67,easyocr,raw,academic,hard
i,3,i->3,substitution,False,1,data_67,easyocr,raw,academic,hard
i,Z,i->Z,substitution,False,1,data_67,easyocr,raw,academic,hard
i,a,i->a,substitution,False,2,data_67,easyocr,raw,academic,hard
i,d,i->d,substitution,False,1,data_67,easyocr,raw,academic,hard
i,e,i->e,substitution,False,3,data_67,easyocr,raw,academic,hard
i,f,i->f,substitution,False,1,data_67,easyocr,raw,academic,hard
i,n,i->n,substitution,False,2,data_67,easyocr,raw,academic,hard
i,t,i->t,substitution,False,4,data_67,easyocr,raw,academic,hard
i,ş,i->ş,substitution,False,1,data_67,easyocr,raw,academic,hard
k,o,k->o,substitution,False,1,data_67,easyocr,raw,academic,hard
l,ç,l->ç,substitution,False,1,data_67,easyocr,raw,academic,hard
l,ı,l->ı,substitution,False,2,data_67,easyocr,raw,academic,hard
n,i,n->i,substitution,False,1,data_67,easyocr,raw,academic,hard
n,s,n->s,substitution,False,1,data_67,easyocr,raw,academic,hard
n,ü,n->ü,substitution,False,1,data_67,easyocr,raw,academic,hard
n,ş,n->ş,substitution,False,1,data_67,easyocr,raw,academic,hard
o,,o-><del>,deletion,False,1,data_67,easyocr,raw,academic,hard
o, ,o-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
o,(,o->(,substitution,False,1,data_67,easyocr,raw,academic,hard
o,d,o->d,substitution,False,1,data_67,easyocr,raw,academic,hard
r,s,r->s,substitution,False,1,data_67,easyocr,raw,academic,hard
s, ,s-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
s,(,s->(,substitution,False,1,data_67,easyocr,raw,academic,hard
s,+,s->+,substitution,False,1,data_67,easyocr,raw,academic,hard
s,0,s->0,substitution,False,1,data_67,easyocr,raw,academic,hard
s,3,s->3,substitution,False,1,data_67,easyocr,raw,academic,hard
s,T,s->T,substitution,False,1,data_67,easyocr,raw,academic,hard
s,c,s->c,substitution,False,1,data_67,easyocr,raw,academic,hard
s,l,s->l,substitution,False,1,data_67,easyocr,raw,academic,hard
s,n,s->n,substitution,False,1,data_67,easyocr,raw,academic,hard
s,t,s->t,substitution,False,3,data_67,easyocr,raw,academic,hard
s,ö,s->ö,substitution,False,1,data_67,easyocr,raw,academic,hard
u, ,u-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
u,),u->),substitution,False,1,data_67,easyocr,raw,academic,hard
u,0,u->0,substitution,False,1,data_67,easyocr,raw,academic,hard
u,t,u->t,substitution,False,1,data_67,easyocr,raw,academic,hard
u,ö,u->ö,substitution,False,1,data_67,easyocr,raw,academic,hard
Ö,a,Ö->a,substitution,False,1,data_67,easyocr,raw,academic,hard
ç,,ç-><del>,deletion,False,1,data_67,easyocr,raw,academic,hard
ç,t,ç->t,substitution,False,1,data_67,easyocr,raw,academic,hard
ö, ,ö-> ,substitution,False,2,data_67,easyocr,raw,academic,hard
ö,(,ö->(,substitution,False,1,data_67,easyocr,raw,academic,hard
ö,2,ö->2,substitution,False,1,data_67,easyocr,raw,academic,hard
ö,e,ö->e,substitution,False,1,data_67,easyocr,raw,academic,hard
ö,i,ö->i,substitution,False,1,data_67,easyocr,raw,academic,hard
ö,ü,ö->ü,substitution,False,1,data_67,easyocr,raw,academic,hard
ü,,ü-><del>,deletion,False,1,data_67,easyocr,raw,academic,hard
ü, ,ü-> ,substitution,False,2,data_67,easyocr,raw,academic,hard
ü,!,ü->!,substitution,False,1,data_67,easyocr,raw,academic,hard
ü,),ü->),substitution,False,1,data_67,easyocr,raw,academic,hard
ü,3,ü->3,substitution,False,1,data_67,easyocr,raw,academic,hard
ü,i,ü->i,substitution,False,2,data_67,easyocr,raw,academic,hard
ü,n,ü->n,substitution,False,1,data_67,easyocr,raw,academic,hard
ü,t,ü->t,substitution,False,1,data_67,easyocr,raw,academic,hard
ğ, ,ğ-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
ğ,t,ğ->t,substitution,False,1,data_67,easyocr,raw,academic,hard
ı,,ı-><del>,deletion,False,2,data_67,easyocr,raw,academic,hard
ı, ,ı-> ,substitution,False,3,data_67,easyocr,raw,academic,hard
ı,+,ı->+,substitution,False,1,data_67,easyocr,raw,academic,hard
ı,h,ı->h,substitution,False,1,data_67,easyocr,raw,academic,hard
ı,i,ı->i,substitution,True,1,data_67,easyocr,raw,academic,hard
ı,r,ı->r,substitution,False,1,data_67,easyocr,raw,academic,hard
ı,t,ı->t,substitution,False,1,data_67,easyocr,raw,academic,hard
Ş,r,Ş->r,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,,ş-><del>,deletion,False,2,data_67,easyocr,raw,academic,hard
ş, ,ş-> ,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,',ş->',substitution,False,1,data_67,easyocr,raw,academic,hard
ş,),ş->),substitution,False,1,data_67,easyocr,raw,academic,hard
ş,2,ş->2,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,3,ş->3,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,T,ş->T,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,n,ş->n,substitution,False,1,data_67,easyocr,raw,academic,hard
ş,s,ş->s,substitution,True,2,data_67,easyocr,raw,academic,hard
,I,<ins>->I,insertion,False,6,data_67,easyocr,corrected,academic,hard
,O,<ins>->O,insertion,False,1,data_67,easyocr,corrected,academic,hard
,S,<ins>->S,insertion,False,3,data_67,easyocr,corrected,academic,hard
,U,<ins>->U,insertion,False,1,data_67,easyocr,corrected,academic,hard
,c,<ins>->c,insertion,False,2,data_67,easyocr,corrected,academic,hard
,g,<ins>->g,insertion,False,5,data_67,easyocr,corrected,academic,hard
,i,<ins>->i,insertion,False,32,data_67,easyocr,corrected,academic,hard
,o,<ins>->o,insertion,False,4,data_67,easyocr,corrected,academic,hard
,s,<ins>->s,insertion,False,20,data_67,easyocr,corrected,academic,hard
,u,<ins>->u,insertion,False,2,data_67,easyocr,corrected,academic,hard
,Ç,<ins>->Ç,insertion,False,2,data_67,easyocr,corrected,academic,hard
,Ö,<ins>->Ö,insertion,False,1,data_67,easyocr,corrected,academic,hard
,ç,<ins>->ç,insertion,False,2,data_67,easyocr,corrected,academic,hard
,ö,<ins>->ö,insertion,False,7,data_67,easyocr,corrected,academic,hard
,ü,<ins>->ü,insertion,False,4,data_67,easyocr,corrected,academic,hard
,ğ,<ins>->ğ,insertion,False,2,data_67,easyocr,corrected,academic,hard
,ı,<ins>->ı,insertion,False,8,data_67,easyocr,corrected,academic,hard
,Ş,<ins>->Ş,insertion,False,4,data_67,easyocr,corrected,academic,hard
,ş,<ins>->ş,insertion,False,5,data_67,easyocr,corrected,academic,hard
 ,i, ->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
 ,u, ->u,substitution,False,1,data_67,easyocr,corrected,academic,hard
 ,ü, ->ü,substitution,False,1,data_67,easyocr,corrected,academic,hard
.,s,.->s,substitution,False,1,data_67,easyocr,corrected,academic,hard
.,u,.->u,substitution,False,1,data_67,easyocr,corrected,academic,hard
;,ü,;->ü,substitution,False,1,data_67,easyocr,corrected,academic,hard
E,ı,E->ı,substitution,False,1,data_67,easyocr,corrected,academic,hard
G,,G-><del>,deletion,False,2,data_67,easyocr,corrected,academic,hard
I, ,I-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
T,i,T->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
U,!,U->!,substitution,False,1,data_67,easyocr,corrected,academic,hard
a,i,a->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
a,o,a->o,substitution,False,1,data_67,easyocr,corrected,academic,hard
a,u,a->u,substitution,False,1,data_67,easyocr,corrected,academic,hard
a,ü,a->ü,substitution,False,2,data_67,easyocr,corrected,academic,hard
c,i,c->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
c,s,c->s,substitution,False,1,data_67,easyocr,corrected,academic,hard
c,ı,c->ı,substitution,False,1,data_67,easyocr,corrected,academic,hard
d,g,d->g,substitution,False,1,data_67,easyocr,corrected,academic,hard
d,ş,d->ş,substitution,False,1,data_67,easyocr,corrected,academic,hard
e,i,e->i,substitution,False,3,data_67,easyocr,corrected,academic,hard
e,ı,e->ı,substitution,False,1,data_67,easyocr,corrected,academic,hard
f,ş,f->ş,substitution,False,1,data_67,easyocr,corrected,academic,hard
g,G,g->G,substitution,True,2,data_67,easyocr,corrected,academic,hard
g,],g->],substitution,False,1,data_67,easyocr,corrected,academic,hard
g,m,g->m,substitution,False,1,data_67,easyocr,corrected,academic,hard
g,t,g->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
g,~,g->~,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,,i-><del>,deletion,False,6,data_67,easyocr,corrected,academic,hard
i, ,i-> ,substitution,False,2,data_67,easyocr,corrected,academic,hard
i,(,i->(,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,),i->),substitution,False,2,data_67,easyocr,corrected,academic,hard
i,.,i->.,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,0,i->0,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,1,i->1,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,2,i->2,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,3,i->3,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,Z,i->Z,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,a,i->a,substitution,False,2,data_67,easyocr,corrected,academic,hard
i,d,i->d,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,e,i->e,substitution,False,3,data_67,easyocr,corrected,academic,hard
i,f,i->f,substitution,False,1,data_67,easyocr,corrected,academic,hard
i,n,i->n,substitution,False,2,data_67,easyocr,corrected,academic,hard
i,t,i->t,substitution,False,4,data_67,easyocr,corrected,academic,hard
i,ş,i->ş,substitution,False,1,data_67,easyocr,corrected,academic,hard
k,o,k->o,substitution,False,1,data_67,easyocr,corrected,academic,hard
l,ç,l->ç,substitution,False,1,data_67,easyocr,corrected,academic,hard
l,ı,l->ı,substitution,False,2,data_67,easyocr,corrected,academic,hard
n,i,n->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
n,s,n->s,substitution,False,1,data_67,easyocr,corrected,academic,hard
n,ü,n->ü,substitution,False,1,data_67,easyocr,corrected,academic,hard
n,ş,n->ş,substitution,False,1,data_67,easyocr,corrected,academic,hard
o,,o-><del>,deletion,False,1,data_67,easyocr,corrected,academic,hard
o, ,o-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
o,(,o->(,substitution,False,1,data_67,easyocr,corrected,academic,hard
o,d,o->d,substitution,False,1,data_67,easyocr,corrected,academic,hard
r,s,r->s,substitution,False,1,data_67,easyocr,corrected,academic,hard
s, ,s-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,(,s->(,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,+,s->+,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,0,s->0,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,3,s->3,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,T,s->T,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,c,s->c,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,l,s->l,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,n,s->n,substitution,False,1,data_67,easyocr,corrected,academic,hard
s,t,s->t,substitution,False,3,data_67,easyocr,corrected,academic,hard
s,ö,s->ö,substitution,False,1,data_67,easyocr,corrected,academic,hard
u, ,u-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
u,),u->),substitution,False,1,data_67,easyocr,corrected,academic,hard
u,0,u->0,substitution,False,1,data_67,easyocr,corrected,academic,hard
u,t,u->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
u,ö,u->ö,substitution,False,1,data_67,easyocr,corrected,academic,hard
Ö,a,Ö->a,substitution,False,1,data_67,easyocr,corrected,academic,hard
ç,,ç-><del>,deletion,False,1,data_67,easyocr,corrected,academic,hard
ç,t,ç->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
ö, ,ö-> ,substitution,False,2,data_67,easyocr,corrected,academic,hard
ö,(,ö->(,substitution,False,1,data_67,easyocr,corrected,academic,hard
ö,2,ö->2,substitution,False,1,data_67,easyocr,corrected,academic,hard
ö,e,ö->e,substitution,False,1,data_67,easyocr,corrected,academic,hard
ö,i,ö->i,substitution,False,1,data_67,easyocr,corrected,academic,hard
ö,ü,ö->ü,substitution,False,1,data_67,easyocr,corrected,academic,hard
ü,,ü-><del>,deletion,False,1,data_67,easyocr,corrected,academic,hard
ü, ,ü-> ,substitution,False,2,data_67,easyocr,corrected,academic,hard
ü,!,ü->!,substitution,False,1,data_67,easyocr,corrected,academic,hard
ü,),ü->),substitution,False,1,data_67,easyocr,corrected,academic,hard
ü,3,ü->3,substitution,False,1,data_67,easyocr,corrected,academic,hard
ü,i,ü->i,substitution,False,2,data_67,easyocr,corrected,academic,hard
ü,n,ü->n,substitution,False,1,data_67,easyocr,corrected,academic,hard
ü,t,ü->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
ğ, ,ğ-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
ğ,t,ğ->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
ı,,ı-><del>,deletion,False,2,data_67,easyocr,corrected,academic,hard
ı, ,ı-> ,substitution,False,3,data_67,easyocr,corrected,academic,hard
ı,+,ı->+,substitution,False,1,data_67,easyocr,corrected,academic,hard
ı,h,ı->h,substitution,False,1,data_67,easyocr,corrected,academic,hard
ı,r,ı->r,substitution,False,1,data_67,easyocr,corrected,academic,hard
ı,t,ı->t,substitution,False,1,data_67,easyocr,corrected,academic,hard
Ş,r,Ş->r,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,,ş-><del>,deletion,False,2,data_67,easyocr,corrected,academic,hard
ş, ,ş-> ,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,',ş->',substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,),ş->),substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,2,ş->2,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,3,ş->3,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,T,ş->T,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,n,ş->n,substitution,False,1,data_67,easyocr,corrected,academic,hard
ş,s,ş->s,substitution,True,1,data_67,easyocr,corrected,academic,hard
,g,<ins>->g,insertion,False,2,data_68,tesseract,raw,academic,easy
,i,<ins>->i,insertion,False,7,data_68,tesseract,raw,academic,easy
,u,<ins>->u,insertion,False,1,data_68,tesseract,raw,academic,easy
,ş,<ins>->ş,insertion,False,2,data_68,tesseract,raw,academic,easy
g,n,g->n,substitution,False,1,data_68,tesseract,raw,academic,easy
i,,i-><del>,deletion,False,1,data_68,tesseract,raw,academic,easy
l,ı,l->ı,substitution,False,1,data_68,tesseract,raw,academic,easy
n,o,n->o,substitution,False,1,data_68,tesseract,raw,academic,easy
r,ı,r->ı,substitution,False,1,data_68,tesseract,raw,academic,easy
s,,s-><del>,deletion,False,1,data_68,tesseract,raw,academic,easy
Ü,ü,Ü->ü,substitution,True,1,data_68,tesseract,raw,academic,easy
î,i,î->i,substitution,False,1,data_68,tesseract,raw,academic,easy
ı,i,ı->i,substitution,True,2,data_68,tesseract,raw,academic,easy
ı,n,ı->n,substitution,False,1,data_68,tesseract,raw,academic,easy
,g,<ins>->g,insertion,False,2,data_68,tesseract,corrected,academic,easy
,i,<ins>->i,insertion,False,7,data_68,tesseract,corrected,academic,easy
,u,<ins>->u,insertion,False,1,data_68,tesseract,corrected,academic,easy
,ş,<ins>->ş,insertion,False,2,data_68,tesseract,corrected,academic,easy
g,n,g->n,substitution,False,1,data_68,tesseract,corrected,academic,easy
i,,i-><del>,deletion,False,1,data_68,tesseract,corrected,academic,easy
l,ı,l->ı,substitution,False,1,data_68,tesseract,corrected,academic,easy
n,o,n->o,substitution,False,1,data_68,tesseract,corrected,academic,easy
r,ı,r->ı,substitution,False,1,data_68,tesseract,corrected,academic,easy
s,,s-><del>,deletion,False,1,data_68,tesseract,corrected,academic,easy
Ü,ü,Ü->ü,substitution,True,1,data_68,tesseract,corrected,academic,easy
î,i,î->i,substitution,False,1,data_68,tesseract,corrected,academic,easy
İ,I,İ->I,substitution,True,2,data_68,tesseract,corrected,academic,easy
ı,i,ı->i,substitution,True,2,data_68,tesseract,corrected,academic,easy
ı,n,ı->n,substitution,False,1,data_68,tesseract,corrected,academic,easy
,c,<ins>->c,insertion,False,2,data_68,easyocr,raw,academic,easy
,g,<ins>->g,insertion,False,4,data_68,easyocr,raw,academic,easy
,i,<ins>->i,insertion,False,18,data_68,easyocr,raw,academic,easy
,o,<ins>->o,insertion,False,4,data_68,easyocr,raw,academic,easy
,s,<ins>->s,insertion,False,3,data_68,easyocr,raw,academic,easy
,u,<ins>->u,insertion,False,2,data_68,easyocr,raw,academic,easy
,ç,<ins>->ç,insertion,False,2,data_68,easyocr,raw,academic,easy
,ö,<ins>->ö,insertion,False,1,data_68,easyocr,raw,academic,easy
,ü,<ins>->ü,insertion,False,1,data_68,easyocr,raw,academic,easy
,ğ,<ins>->ğ,insertion,False,1,data_68,easyocr,raw,academic,easy
,ı,<ins>->ı,insertion,False,5,data_68,easyocr,raw,academic,easy
,Ş,<ins>->Ş,insertion,False,1,data_68,easyocr,raw,academic,easy
,ş,<ins>->ş,insertion,False,6,data_68,easyocr,raw,academic,easy
 ,g, ->g,substitution,False,2,data_68,easyocr,raw,academic,easy
 ,i, ->i,substitution,False,7,data_68,easyocr,raw,academic,easy
 ,s, ->s,substitution,False,1,data_68,easyocr,raw,academic,easy
 ,u, ->u,substitution,False,1,data_68,easyocr,raw,academic,easy
 ,ü, ->ü,substitution,False,3,data_68,easyocr,raw,academic,easy
 ,ğ, ->ğ,substitution,False,2,data_68,easyocr,raw,academic,easy
 ,İ, ->İ,substitution,False,1,data_68,easyocr,raw,academic,easy
 ,ı, ->ı,substitution,False,5,data_68,easyocr,raw,academic,easy
",",i,",->i",substitution,False,1,data_68,easyocr,raw,academic,easy
",",u,",->u",substitution,False,1,data_68,easyocr,raw,academic,easy
-,u,-->u,substitution,False,1,data_68,easyocr,raw,academic,easy
.,S,.->S,substitution,False,1,data_68,easyocr,raw,academic,easy
.,ç,.->ç,substitution,False,1,data_68,easyocr,raw,academic,easy
2,g,2->g,substitution,False,1,data_68,easyocr,raw,academic,easy
B,i,B->i,substitution,False,1,data_68,easyocr,raw,academic,easy
G,,G-><del>,deletion,False,1,data_68,easyocr,raw,academic,easy
G,d,G->d,substitution,False,1,data_68,easyocr,raw,academic,easy
O,l,O->l,substitution,False,1,data_68,easyocr,raw,academic,easy
S,.,S->.,substitution,False,1,data_68,easyocr,raw,academic,easy
S,s,S->s,substitution,True,1,data_68,easyocr,raw,academic,easy
S,u,S->u,substitution,False,1,data_68,easyocr,raw,academic,easy
U,,U-><del>,deletion,False,1,data_68,easyocr,raw,academic,easy
a,c,a->c,substitution,False,1,data_68,easyocr,raw,academic,easy
a,i,a->i,substitution,False,14,data_68,easyocr,raw,academic,easy
a,o,a->o,substitution,False,5,data_68,easyocr,raw,academic,easy
a,u,a->u,substitution,False,3,data_68,easyocr,raw,academic,easy
a,ü,a->ü,substitution,False,2,data_68,easyocr,raw,academic,easy
a,ğ,a->ğ,substitution,False,1,data_68,easyocr,raw,academic,easy
a,ı,a->ı,substitution,False,5,data_68,easyocr,raw,academic,easy
b,g,b->g,substitution,False,1,data_68,easyocr,raw,academic,easy
b,o,b->o,substitution,False,1,data_68,easyocr,raw,academic,easy
b,ö,b->ö,substitution,False,1,data_68,easyocr,raw,academic,easy
b,ü,b->ü,substitution,False,1,data_68,easyocr,raw,academic,easy
b,ğ,b->ğ,substitution,False,1,data_68,easyocr,raw,academic,easy
c, ,c-> ,substitution,False,1,data_68,easyocr,raw,academic,easy
c,a,c->a,substitution,False,1,data_68,easyocr,raw,academic,easy
c,d,c->d,substitution,False,1,data_68,easyocr,raw,academic,easy
c,e,c->e,substitution,False,1,data_68,easyocr,raw,academic,easy
c,t,c->t,substitution,False,1,data_68,easyocr,raw,academic,easy
d,G,d->G,substitution,False,1,data_68,easyocr,raw,academic,easy
d,i,d->i,substitution,False,2,data_68,easyocr,raw,academic,easy
d,s,d->s,substitution,False,2,data_68,easyocr,raw,academic,easy
d,u,d->u,substitution,False,1,data_68,easyocr,raw,academic,easy
d,ç,d->ç,substitution,False,1,data_68,easyocr,raw,academic,easy
d,Ş,d->Ş,substitution,False,1,data_68,easyocr,raw,academic,easy
e,i,e->i,substitution,False,6,data_68,easyocr,raw,academic,easy
e,o,e->o,substitution,False,4,data_68,easyocr,raw,academic,easy
e,ü,e->ü,substitution,False,2,data_68,easyocr,raw,academic,easy
e,ı,e->ı,substitution,False,1,data_68,easyocr,raw,academic,easy
e,ş,e->ş,substitution,False,2,data_68,easyocr,raw,academic,easy
f,ö,f->ö,substitution,False,1,data_68,easyocr,raw,academic,easy
g,,g-><del>,deletion,False,5,data_68,easyocr,raw,academic,easy
g, ,g-> ,substitution,False,2,data_68,easyocr,raw,academic,easy
g,a,g->a,substitution,False,2,data_68,easyocr,raw,academic,easy
g,b,g->b,substitution,False,1,data_68,easyocr,raw,academic,easy
g,i,g->i,substitution,False,1,data_68,easyocr,raw,academic,easy
g,k,g->k,substitution,False,1,data_68,easyocr,raw,academic,easy
g,l,g->l,substitution,False,1,data_68,easyocr,raw,academic,easy
g,m,g->m,substitution,False,2,data_68,easyocr,raw,academic,easy
g,n,g->n,substitution,False,1,data_68,easyocr,raw,academic,easy
g,o,g->o,substitution,False,1,data_68,easyocr,raw,academic,easy
g,r,g->r,substitution,False,2,data_68,easyocr,raw,academic,easy
g,t,g->t,substitution,False,2,data_68,easyocr,raw,academic,easy
h,g,h->g,substitution,False,1,data_68,easyocr,raw,academic,easy
h,i,h->i,substitution,False,1,data_68,easyocr,raw,academic,easy
i,,i-><del>,deletion,False,10,data_68,easyocr,raw,academic,easy
i, ,i-> ,substitution,False,6,data_68,easyocr,raw,academic,easy
i,-,i->-,substitution,False,1,data_68,easyocr,raw,academic,easy
i,B,i->B,substitution,False,1,data_68,easyocr,raw,academic,easy
i,a,i->a,substitution,False,11,data_68,easyocr,raw,academic,easy
i,b,i->b,substitution,False,1,data_68,easyocr,raw,academic,easy
i,d,i->d,substitution,False,2,data_68,easyocr,raw,academic,easy
i,e,i->e,substitution,False,6,data_68,easyocr,raw,academic,easy
i,g,i->g,substitution,False,2,data_68,easyocr,raw,academic,easy
i,h,i->h,substitution,False,1,data_68,easyocr,raw,academic,easy
i,j,i->j,substitution,False,1,data_68,easyocr,raw,academic,easy
i,k,i->k,substitution,False,1,data_68,easyocr,raw,academic,easy
i,l,i->l,substitution,False,3,data_68,easyocr,raw,academic,easy
i,m,i->m,substitution,False,2,data_68,easyocr,raw,academic,easy
i,n,i->n,substitution,False,5,data_68,easyocr,raw,academic,easy
i,o,i->o,substitution,False,4,data_68,easyocr,raw,academic,easy
i,r,i->r,substitution,False,2,data_68,easyocr,raw,academic,easy
i,s,i->s,substitution,False,1,data_68,easyocr,raw,academic,easy
i,t,i->t,substitution,False,3,data_68,easyocr,raw,academic,easy
i,u,i->u,substitution,False,3,data_68,easyocr,raw,academic,easy
i,v,i->v,substitution,False,1,data_68,easyocr,raw,academic,easy
i,y,i->y,substitution,False,1,data_68,easyocr,raw,academic,easy
i,z,i->z,substitution,False,4,data_68,easyocr,raw,academic,easy
i,ü,i->ü,substitution,False,1,data_68,easyocr,raw,academic,easy
i,ğ,i->ğ,substitution,False,2,data_68,easyocr,raw,academic,easy
i,ı,i->ı,substitution,True,7,data_68,easyocr,raw,academic,easy
i,ş,i->ş,substitution,False,1,data_68,easyocr,raw,academic,easy
j,Ş,j->Ş,substitution,False,1,data_68,easyocr,raw,academic,easy
k,g,k->g,substitution,False,1,data_68,easyocr,raw,academic,easy
k,i,k->i,substitution,False,2,data_68,easyocr,raw,academic,easy
k,o,k->o,substitution,False,1,data_68,easyocr,raw,academic,easy
k,ü,k->ü,substitution,False,1,data_68,easyocr,raw,academic,easy
k,ı,k->ı,substitution,False,2,data_68,easyocr,raw,academic,easy
k,Ş,k->Ş,substitution,False,1,data_68,easyocr,raw,academic,easy
l,U,l->U,substitution,False,1,data_68,easyocr,raw,academic,easy
l,g,l->g,substitution,False,1,data_68,easyocr,raw,academic,easy
l,i,l->i,substitution,False,1,data_68,easyocr,raw,academic,easy
l,s,l->s,substitution,False,1,data_68,easyocr,raw,academic,easy
l,u,l->u,substitution,False,1,data_68,easyocr,raw,academic,easy
l,ü,l->ü,substitution,False,5,data_68,easyocr,raw,academic,easy
l,ş,l->ş,substitution,False,1,data_68,easyocr,raw,academic,easy
m,g,m->g,substitution,False,1,data_68,easyocr,raw,academic,easy
m,i,m->i,substitution,False,1,data_68,easyocr,raw,academic,easy
m,o,m->o,substitution,False,1,data_68,easyocr,raw,academic,easy
m,ç,m->ç,substitution,False,1,data_68,easyocr,raw,academic,easy
m,ı,m->ı,substitution,False,1,data_68,easyocr,raw,academic,easy
n,c,n->c,substitution,False,1,data_68,easyocr,raw,academic,easy
n,i,n->i,substitution,False,4,data_68,easyocr,raw,academic,easy
